Metodo,Fitness,Pa,vt,vs,A,Pe,E,Et,Es,we,wa,Tempo de execucao
Neumann,0.9942646,0.673584,1.4845959,0.4845959,1.4845959,32.6416,3.0635753,0.030635752,3.0329394,0.2,0.8,119ms
Neumann,1.0194402,0.7211914,1.3865944,0.3865944,1.3865944,27.88086,3.58669,0.0358669,3.550823,0.2,0.8,126ms
Neumann,1.0083885,0.7084961,1.4114404,0.41144037,1.4114404,29.15039,3.4304857,0.034304857,3.3961809,0.2,0.8,121ms
Neumann,1.0118245,0.7128906,1.4027398,0.40273976,1.4027398,28.710938,3.4829931,0.034829933,3.4481633,0.2,0.8,124ms
Neumann,1.0075048,0.7072754,1.4138764,0.4138764,1.4138764,29.27246,3.4161801,0.034161802,3.3820183,0.2,0.8,119ms
Neumann,0.99684083,0.6862793,1.4571327,0.4571327,1.4571327,31.37207,3.1875486,0.031875487,3.1556733,0.2,0.8,120ms
Neumann,1.0032495,0.7006836,1.4271777,0.42717767,1.4271777,29.93164,3.3409462,0.03340946,3.3075368,0.2,0.8,128ms
Neumann,1.0102477,0.7109375,1.4065934,0.40659344,1.4065934,28.90625,3.4594595,0.034594595,3.424865,0.2,0.8,130ms
Neumann,1.0134819,0.71484375,1.3989071,0.39890707,1.3989071,28.515625,3.5068493,0.035068493,3.4717808,0.2,0.8,121ms
Neumann,0.99829495,0.6904297,1.4483734,0.44837344,1.4483734,30.957031,3.230284,0.032302838,3.197981,0.2,0.8,123ms
Neumann,1.0064843,0.70581055,1.4168108,0.41681075,1.4168108,29.418945,3.3991702,0.033991702,3.3651783,0.2,0.8,124ms
Neumann,0.9959359,0.68310547,1.4639028,0.46390283,1.4639028,31.689453,3.1556242,0.03155624,3.124068,0.2,0.8,132ms
Neumann,0.9964011,0.68481445,1.4602495,0.46024954,1.4602495,31.518555,3.1727343,0.031727344,3.141007,0.2,0.8,121ms
Neumann,1.0089333,0.7092285,1.4099828,0.4099828,1.4099828,29.077148,3.4391267,0.03439127,3.4047356,0.2,0.8,119ms
Neumann,1.0199355,0.7216797,1.3856562,0.38565624,1.3856562,27.832031,3.5929825,0.035929825,3.5570526,0.2,0.8,123ms
Neumann,1.011623,0.7126465,1.4032203,0.4032203,1.4032203,28.735352,3.4800339,0.03480034,3.4452336,0.2,0.8,124ms
Neumann,1.011623,0.7126465,1.4032203,0.4032203,1.4032203,28.735352,3.4800339,0.03480034,3.4452336,0.2,0.8,123ms
Neumann,1.0068197,0.7062988,1.4158313,0.41583133,1.4158313,29.370117,3.4048214,0.034048215,3.370773,0.2,0.8,133ms
Neumann,0.9942057,0.66259766,1.5092115,0.50921154,1.5092115,33.740234,2.9638205,0.029638205,2.9341822,0.2,0.8,487ms
Neumann,1.0031084,0.70043945,1.4276751,0.42767513,1.4276751,29.956055,3.3382232,0.033382233,3.304841,0.2,0.8,133ms
Neumann,1.0106343,0.7114258,1.405628,0.40562797,1.405628,28.857422,3.465313,0.03465313,3.4306598,0.2,0.8,362ms
Neumann,1.0063186,0.7055664,1.417301,0.41730106,1.417301,29.44336,3.3963516,0.033963516,3.3623881,0.2,0.8,124ms
Neumann,1.0184655,0.72021484,1.3884746,0.38847458,1.3884746,27.978516,3.574171,0.03574171,3.5384293,0.2,0.8,123ms
Neumann,1.0204363,0.72216797,1.3847194,0.38471937,1.3847194,27.783203,3.599297,0.03599297,3.5633042,0.2,0.8,121ms
Neumann,0.9954665,0.68115234,1.4681003,0.4681003,1.4681003,31.884766,3.1362941,0.03136294,3.104931,0.2,0.8,124ms
Neumann,1.0199355,0.7216797,1.3856562,0.38565624,1.3856562,27.832031,3.5929825,0.035929825,3.5570526,0.2,0.8,129ms
Neumann,1.0163504,0.7180176,1.3927236,0.39272356,1.3927236,28.198242,3.5463204,0.035463203,3.5108573,0.2,0.8,134ms
Neumann,0.9979248,0.6894531,1.4504249,0.4504249,1.4504249,31.054688,3.2201257,0.032201257,3.1879244,0.2,0.8,120ms
Neumann,1.0029683,0.7001953,1.428173,0.42817295,1.428173,29.980469,3.3355048,0.03335505,3.3021498,0.2,0.8,123ms
Neumann,1.0145593,0.71606445,1.3965223,0.39652228,1.3965223,28.393555,3.5219262,0.03521926,3.486707,0.2,0.8,124ms
Neumann,1.0114228,0.71240234,1.4037012,0.4037012,1.4037012,28.759766,3.4770799,0.034770798,3.4423091,0.2,0.8,122ms
Neumann,1.0170435,0.71875,1.3913044,0.39130437,1.3913044,28.125,3.5555556,0.035555556,3.52,0.2,0.8,127ms
Neumann,1.0303975,0.73095703,1.3680695,0.36806953,1.3680695,26.904297,3.7168784,0.037168782,3.6797097,0.2,0.8,125ms
Neumann,0.9981077,0.6899414,1.4493984,0.4493984,1.4493984,31.00586,3.2251968,0.03225197,3.1929448,0.2,0.8,128ms
Neumann,1.0152211,0.7167969,1.3950953,0.39509535,1.3950953,28.320312,3.5310345,0.035310347,3.4957242,0.2,0.8,124ms
Neumann,1.000408,0.6953125,1.4382023,0.43820226,1.4382023,30.46875,3.2820513,0.03282051,3.2492309,0.2,0.8,125ms
Neumann,0.9969958,0.6867676,1.4560966,0.45609665,1.4560966,31.323242,3.1925175,0.031925175,3.1605923,0.2,0.8,121ms
Neumann,1.0073318,0.70703125,1.4143647,0.4143647,1.4143647,29.296875,3.4133334,0.034133334,3.3792,0.2,0.8,123ms
Neumann,0.99684083,0.6862793,1.4571327,0.4571327,1.4571327,31.37207,3.1875486,0.031875487,3.1556733,0.2,0.8,120ms
Neumann,1.0093027,0.7097168,1.4090127,0.40901268,1.4090127,29.02832,3.4449117,0.034449115,3.4104626,0.2,0.8,119ms
Neumann,1.0050343,0.7036133,1.4212352,0.4212352,1.4212352,29.638672,3.3739703,0.033739705,3.3402305,0.2,0.8,128ms
Neumann,1.0080314,0.7080078,1.4124138,0.41241384,1.4124138,29.199219,3.4247491,0.03424749,3.3905017,0.2,0.8,131ms
Neumann,1.0143412,0.7158203,1.3969986,0.39699864,1.3969986,28.417969,3.5189004,0.035189003,3.4837115,0.2,0.8,179ms
Neumann,0.99535954,0.68066406,1.4691535,0.46915352,1.4691535,31.933594,3.1314986,0.031314984,3.1001835,0.2,0.8,345ms
Neumann,1.031005,0.7314453,1.3671563,0.36715627,1.3671563,26.855469,3.7236364,0.037236363,3.6864,0.2,0.8,123ms
Neumann,1.0006437,0.6958008,1.437193,0.43719304,1.437193,30.419922,3.2873194,0.032873195,3.2544463,0.2,0.8,338ms
Neumann,1.0108296,0.7116699,1.4051458,0.40514576,1.4051458,28.833008,3.4682472,0.03468247,3.4335647,0.2,0.8,121ms
Neumann,1.011623,0.7126465,1.4032203,0.4032203,1.4032203,28.735352,3.4800339,0.03480034,3.4452336,0.2,0.8,127ms
Neumann,1.0168111,0.71850586,1.3917772,0.39177716,1.3917772,28.149414,3.5524719,0.03552472,3.5169473,0.2,0.8,122ms
Neumann,1.0184655,0.72021484,1.3884746,0.38847458,1.3884746,27.978516,3.574171,0.03574171,3.5384293,0.2,0.8,124ms
Neumann,0.9956347,0.68188477,1.4665234,0.4665234,1.4665234,31.811523,3.1435149,0.03143515,3.1120796,0.2,0.8,126ms
Neumann,1.000408,0.6953125,1.4382023,0.43820226,1.4382023,30.46875,3.2820513,0.03282051,3.2492309,0.2,0.8,125ms
Neumann,0.9961953,0.68408203,1.461813,0.46181297,1.461813,31.591797,3.1653786,0.031653788,3.1337247,0.2,0.8,122ms
Neumann,1.0012525,0.6970215,1.434676,0.43467605,1.434676,30.297852,3.300564,0.03300564,3.2675583,0.2,0.8,124ms
Neumann,1.0122312,0.7133789,1.4017797,0.40177965,1.4017797,28.66211,3.4889266,0.034889266,3.4540374,0.2,0.8,126ms
Neumann,1.0045724,0.70288086,1.4227163,0.42271626,1.4227163,29.711914,3.3656533,0.033656534,3.3319967,0.2,0.8,125ms
Neumann,1.0047252,0.703125,1.4222223,0.42222226,1.4222223,29.6875,3.368421,0.03368421,3.3347368,0.2,0.8,119ms
Neumann,1.0211977,0.7229004,1.3833164,0.3833164,1.3833164,27.70996,3.6088107,0.036088105,3.5727227,0.2,0.8,125ms
Neumann,1.005507,0.7043457,1.4197574,0.41975737,1.4197574,29.56543,3.3823287,0.033823285,3.3485055,0.2,0.8,118ms
Neumann,0.9974866,0.6882324,1.4529976,0.45299757,1.4529976,31.176758,3.2075176,0.032075178,3.1754425,0.2,0.8,118ms
Neumann,1.0053483,0.70410156,1.4202497,0.4202497,1.4202497,29.589844,3.379538,0.03379538,3.3457427,0.2,0.8,125ms
Neumann,1.00176,0.69799805,1.4326688,0.4326688,1.4326688,30.200195,3.3112369,0.03311237,3.2781246,0.2,0.8,121ms
Neumann,1.00368,0.701416,1.4256874,0.42568743,1.4256874,29.858398,3.3491414,0.033491414,3.31565,0.2,0.8,134ms
Neumann,0.9942884,0.6738281,1.484058,0.48405802,1.484058,32.617188,3.0658684,0.030658683,3.0352097,0.2,0.8,121ms
Neumann,1.0263071,0.72753906,1.3744967,0.3744967,1.3744967,27.246094,3.670251,0.03670251,3.6335485,0.2,0.8,122ms
Neumann,1.0170435,0.71875,1.3913044,0.39130437,1.3913044,28.125,3.5555556,0.035555556,3.52,0.2,0.8,126ms
Neumann,0.99530756,0.6804199,1.4696807,0.46968067,1.4696807,31.958008,3.1291063,0.03129106,3.0978153,0.2,0.8,131ms
Neumann,1.0022855,0.6989746,1.4306672,0.43066716,1.4306672,30.10254,3.3219788,0.03321979,3.288759,0.2,0.8,126ms
Neumann,0.9939915,0.6682129,1.4965291,0.4965291,1.4965291,33.17871,3.0139809,0.03013981,2.983841,0.2,0.8,125ms
Neumann,1.0182252,0.7199707,1.3889455,0.38894546,1.3889455,28.00293,3.571055,0.03571055,3.5353444,0.2,0.8,130ms
Neumann,1.0066514,0.7060547,1.4163209,0.41632092,1.4163209,29.394531,3.4019933,0.034019932,3.3679733,0.2,0.8,518ms
Neumann,1.0020205,0.6984863,1.4316672,0.4316672,1.4316672,30.151367,3.3165991,0.03316599,3.2834332,0.2,0.8,122ms
Neumann,1.0094893,0.70996094,1.4085282,0.4085282,1.4085282,29.003906,3.4478114,0.034478113,3.4133332,0.2,0.8,126ms
Neumann,1.0071598,0.7067871,1.4148532,0.41485322,1.4148532,29.32129,3.4104912,0.034104913,3.3763864,0.2,0.8,122ms
Neumann,1.0024198,0.69921875,1.4301676,0.43016756,1.4301676,30.078125,3.3246753,0.033246752,3.2914286,0.2,0.8,123ms
Neumann,1.0219712,0.7236328,1.3819163,0.38191628,1.3819163,27.636719,3.6183746,0.036183745,3.5821908,0.2,0.8,129ms
Neumann,1.0073318,0.70703125,1.4143647,0.4143647,1.4143647,29.296875,3.4133334,0.034133334,3.3792,0.2,0.8,123ms
Neumann,1.0016314,0.6977539,1.4331701,0.43317008,1.4331701,30.22461,3.3085623,0.033085622,3.2754767,0.2,0.8,121ms
Neumann,1.0161219,0.71777344,1.3931973,0.3931973,1.3931973,28.222656,3.5432527,0.035432525,3.5078201,0.2,0.8,125ms
Neumann,0.9974021,0.6879883,1.4535131,0.45351315,1.4535131,31.201172,3.2050078,0.032050077,3.1729577,0.2,0.8,130ms
Neumann,1.0265899,0.7277832,1.3740356,0.3740356,1.3740356,27.22168,3.6735425,0.036735427,3.636807,0.2,0.8,123ms
Neumann,1.0104405,0.71118164,1.4061105,0.40611053,1.4061105,28.881836,3.4623837,0.03462384,3.42776,0.2,0.8,120ms
Neumann,0.9995098,0.6933594,1.4422535,0.44225347,1.4422535,30.664062,3.2611465,0.032611463,3.2285352,0.2,0.8,124ms
Neumann,1.0020205,0.6984863,1.4316672,0.4316672,1.4316672,30.151367,3.3165991,0.03316599,3.2834332,0.2,0.8,122ms
Neumann,1.011623,0.7126465,1.4032203,0.4032203,1.4032203,28.735352,3.4800339,0.03480034,3.4452336,0.2,0.8,123ms
Neumann,1.0120271,0.71313477,1.4022595,0.40225947,1.4022595,28.686523,3.4859574,0.034859575,3.4510977,0.2,0.8,120ms
Neumann,1.0032495,0.7006836,1.4271777,0.42717767,1.4271777,29.93164,3.3409462,0.03340946,3.3075368,0.2,0.8,121ms
Neumann,1.0002918,0.69506836,1.4387075,0.43870747,1.4387075,30.493164,3.2794235,0.032794237,3.2466292,0.2,0.8,120ms
Neumann,0.99801576,0.68969727,1.4499115,0.44991148,1.4499115,31.030273,3.2226593,0.032226592,3.1904328,0.2,0.8,118ms
Neumann,0.99587345,0.6828613,1.4644262,0.46442616,1.4644262,31.713867,3.1531947,0.03153195,3.1216626,0.2,0.8,124ms
Neumann,1.005667,0.70458984,1.4192654,0.4192654,1.4192654,29.541016,3.385124,0.03385124,3.3512728,0.2,0.8,124ms
Neumann,0.99626285,0.6843262,1.4612914,0.46129143,1.4612914,31.567383,3.1678267,0.031678267,3.1361485,0.2,0.8,125ms
Neumann,1.0177486,0.7194824,1.389888,0.38988805,1.389888,28.051758,3.564839,0.03564839,3.5291905,0.2,0.8,135ms
Neumann,0.99919134,0.69262695,1.4437786,0.44377863,1.4437786,30.737305,3.2533758,0.032533757,3.2208421,0.2,0.8,389ms
Neumann,1.0022855,0.6989746,1.4306672,0.43066716,1.4306672,30.10254,3.3219788,0.03321979,3.288759,0.2,0.8,344ms
Neumann,1.0316184,0.7319336,1.3662442,0.3662442,1.3662442,26.80664,3.730419,0.03730419,3.6931148,0.2,0.8,311ms
Neumann,1.0087506,0.7089844,1.4104683,0.41046834,1.4104683,29.101562,3.4362416,0.034362417,3.4018793,0.2,0.8,123ms
Neumann,1.0168111,0.71850586,1.3917772,0.39177716,1.3917772,28.149414,3.5524719,0.03552472,3.5169473,0.2,0.8,124ms
Neumann,1.0206888,0.7224121,1.3842515,0.38425148,1.3842515,27.75879,3.6024625,0.036024626,3.566438,0.2,0.8,123ms
Neumann,1.011026,0.71191406,1.4046639,0.40466392,1.4046639,28.808594,3.4711864,0.034711864,3.4364746,0.2,0.8,124ms
Neumann,1.0080314,0.7080078,1.4124138,0.41241384,1.4124138,29.199219,3.4247491,0.03424749,3.3905017,0.2,0.8,119ms
Neumann,1.0112238,0.7121582,1.4041824,0.40418243,1.4041824,28.78418,3.4741306,0.034741305,3.4393892,0.2,0.8,124ms
Neumann,1.0080314,0.7080078,1.4124138,0.41241384,1.4124138,29.199219,3.4247491,0.03424749,3.3905017,0.2,0.8,126ms
Neumann,1.0032495,0.7006836,1.4271777,0.42717767,1.4271777,29.93164,3.3409462,0.03340946,3.3075368,0.2,0.8,128ms
Neumann,0.99433875,0.6743164,1.4829834,0.48298335,1.4829834,32.56836,3.0704648,0.030704647,3.03976,0.2,0.8,142ms
Neumann,0.99868244,0.69140625,1.4463277,0.4463277,1.4463277,30.859375,3.2405064,0.032405064,3.2081013,0.2,0.8,121ms
Neumann,1.0112238,0.7121582,1.4041824,0.40418243,1.4041824,28.78418,3.4741306,0.034741305,3.4393892,0.2,0.8,129ms
Neumann,1.0175122,0.7192383,1.3903598,0.39035976,1.3903598,28.076172,3.5617392,0.035617393,3.5261219,0.2,0.8,127ms
Neumann,1.0179863,0.71972656,1.3894166,0.38941658,1.3894166,28.027344,3.5679443,0.03567944,3.532265,0.2,0.8,129ms
Neumann,0.9960635,0.68359375,1.4628571,0.46285713,1.4628571,31.640625,3.1604939,0.03160494,3.1288888,0.2,0.8,120ms
Neumann,1.0243661,0.7258301,1.3777329,0.37773287,1.3777329,27.416992,3.6473732,0.036473732,3.6108994,0.2,0.8,130ms
Neumann,0.9996183,0.6936035,1.4417459,0.44174588,1.4417459,30.639648,3.263745,0.03263745,3.2311077,0.2,0.8,129ms
Neumann,1.0280256,0.7290039,1.3717347,0.37173474,1.3717347,27.09961,3.6900902,0.0369009,3.6531892,0.2,0.8,124ms
Neumann,1.0042702,0.7023926,1.4237052,0.42370522,1.4237052,29.760742,3.3601313,0.033601314,3.32653,0.2,0.8,122ms
Neumann,1.0018897,0.6982422,1.4321679,0.4321679,1.4321679,30.175781,3.313916,0.033139158,3.2807767,0.2,0.8,121ms
Neumann,0.9959991,0.6833496,1.4633797,0.46337974,1.4633797,31.66504,3.158057,0.03158057,3.1264763,0.2,0.8,122ms
Neumann,1.0026917,0.69970703,1.4291695,0.42916954,1.4291695,30.029297,3.3300812,0.033300813,3.2967803,0.2,0.8,124ms
Neumann,1.0064843,0.70581055,1.4168108,0.41681075,1.4168108,29.418945,3.3991702,0.033991702,3.3651783,0.2,0.8,154ms
Neumann,1.0154444,0.717041,1.3946204,0.39462042,1.3946204,28.295898,3.5340812,0.035340812,3.4987404,0.2,0.8,530ms
Neumann,1.0048792,0.70336914,1.4217286,0.4217286,1.4217286,29.663086,3.3711934,0.033711933,3.3374815,0.2,0.8,127ms
Neumann,1.0069891,0.70654297,1.4153421,0.4153421,1.4153421,29.345703,3.4076538,0.034076538,3.3735774,0.2,0.8,362ms
Neumann,0.9983902,0.6906738,1.4478614,0.44786143,1.4478614,30.932617,3.2328334,0.032328334,3.200505,0.2,0.8,128ms
Neumann,0.9982009,0.69018555,1.4488858,0.4488858,1.4488858,30.981445,3.2277384,0.032277383,3.195461,0.2,0.8,124ms
Neumann,1.0089333,0.7092285,1.4099828,0.4099828,1.4099828,29.077148,3.4391267,0.03439127,3.4047356,0.2,0.8,124ms
Neumann,0.99408174,0.6711426,1.4899963,0.4899963,1.4899963,32.885742,3.0408316,0.030408315,3.0104232,0.2,0.8,122ms
Neumann,1.0001767,0.6948242,1.4392129,0.43921292,1.4392129,30.517578,3.2768,0.032768,3.244032,0.2,0.8,121ms
Neumann,1.0032495,0.7006836,1.4271777,0.42717767,1.4271777,29.93164,3.3409462,0.03340946,3.3075368,0.2,0.8,126ms
Neumann,1.0102477,0.7109375,1.4065934,0.40659344,1.4065934,28.90625,3.4594595,0.034594595,3.424865,0.2,0.8,122ms
Neumann,1.0053483,0.70410156,1.4202497,0.4202497,1.4202497,29.589844,3.379538,0.03379538,3.3457427,0.2,0.8,119ms
Neumann,1.0158948,0.7175293,1.3936713,0.39367127,1.3936713,28.24707,3.5401902,0.035401903,3.5047884,0.2,0.8,129ms
Neumann,0.9967649,0.68603516,1.4576513,0.45765126,1.4576513,31.396484,3.18507,0.0318507,3.1532192,0.2,0.8,122ms
Neumann,1.0170435,0.71875,1.3913044,0.39130437,1.3913044,28.125,3.5555556,0.035555556,3.52,0.2,0.8,121ms
Neumann,1.0078547,0.7077637,1.412901,0.41290104,1.412901,29.223633,3.421888,0.03421888,3.3876693,0.2,0.8,123ms
Neumann,1.0338113,0.7336426,1.3630615,0.36306155,1.3630615,26.635742,3.7543538,0.03754354,3.7168102,0.2,0.8,124ms
Neumann,1.0024198,0.69921875,1.4301676,0.43016756,1.4301676,30.078125,3.3246753,0.033246752,3.2914286,0.2,0.8,136ms
Neumann,0.9973186,0.68774414,1.4540291,0.45402908,1.4540291,31.225586,3.202502,0.03202502,3.170477,0.2,0.8,120ms
Neumann,1.0026917,0.69970703,1.4291695,0.42916954,1.4291695,30.029297,3.3300812,0.033300813,3.2967803,0.2,0.8,123ms
Neumann,1.0029683,0.7001953,1.428173,0.42817295,1.428173,29.980469,3.3355048,0.03335505,3.3021498,0.2,0.8,122ms
Neumann,1.00176,0.69799805,1.4326688,0.4326688,1.4326688,30.200195,3.3112369,0.03311237,3.2781246,0.2,0.8,122ms
Neumann,0.998782,0.6916504,1.4458171,0.4458171,1.4458171,30.83496,3.243072,0.03243072,3.2106414,0.2,0.8,121ms
Neumann,1.0230218,0.7246094,1.3800539,0.38005388,1.3800539,27.539062,3.6312056,0.03631206,3.5948935,0.2,0.8,123ms
Neumann,1.0091174,0.70947266,1.4094976,0.40949762,1.4094976,29.052734,3.4420168,0.03442017,3.4075966,0.2,0.8,122ms
Neumann,1.0050343,0.7036133,1.4212352,0.4212352,1.4212352,29.638672,3.3739703,0.033739705,3.3402305,0.2,0.8,120ms
Neumann,0.998782,0.6916504,1.4458171,0.4458171,1.4458171,30.83496,3.243072,0.03243072,3.2106414,0.2,0.8,123ms
Neumann,0.9956347,0.68188477,1.4665234,0.4665234,1.4665234,31.811523,3.1435149,0.03143515,3.1120796,0.2,0.8,146ms
Neumann,1.0020205,0.6984863,1.4316672,0.4316672,1.4316672,30.151367,3.3165991,0.03316599,3.2834332,0.2,0.8,583ms
Neumann,1.0170435,0.71875,1.3913044,0.39130437,1.3913044,28.125,3.5555556,0.035555556,3.52,0.2,0.8,130ms
Neumann,1.0066514,0.7060547,1.4163209,0.41632092,1.4163209,29.394531,3.4019933,0.034019932,3.3679733,0.2,0.8,125ms
Neumann,1.0078547,0.7077637,1.412901,0.41290104,1.412901,29.223633,3.421888,0.03421888,3.3876693,0.2,0.8,120ms
Neumann,1.015669,0.71728516,1.3941457,0.39414573,1.3941457,28.271484,3.537133,0.03537133,3.5017617,0.2,0.8,122ms
Neumann,1.0217121,0.7233887,1.3823828,0.38238275,1.3823828,27.661133,3.615181,0.036151808,3.579029,0.2,0.8,123ms
Neumann,1.0083885,0.7084961,1.4114404,0.41144037,1.4114404,29.15039,3.4304857,0.034304857,3.3961809,0.2,0.8,126ms
Neumann,1.0172772,0.71899414,1.390832,0.39083195,1.390832,28.100586,3.5586448,0.035586447,3.5230584,0.2,0.8,121ms
Neumann,0.9949725,0.67871094,1.4733813,0.47338128,1.4733813,32.128906,3.112462,0.03112462,3.0813375,0.2,0.8,124ms
Neumann,1.0106343,0.7114258,1.405628,0.40562797,1.405628,28.857422,3.465313,0.03465313,3.4306598,0.2,0.8,121ms
Neumann,1.0035354,0.7011719,1.4261838,0.42618382,1.4261838,29.882812,3.3464053,0.03346405,3.3129413,0.2,0.8,125ms
Neumann,0.99829495,0.6904297,1.4483734,0.44837344,1.4483734,30.957031,3.230284,0.032302838,3.197981,0.2,0.8,127ms
Neumann,1.0026917,0.69970703,1.4291695,0.42916954,1.4291695,30.029297,3.3300812,0.033300813,3.2967803,0.2,0.8,124ms
Neumann,1.0073318,0.70703125,1.4143647,0.4143647,1.4143647,29.296875,3.4133334,0.034133334,3.3792,0.2,0.8,127ms
Neumann,1.0085689,0.70874023,1.4109542,0.41095424,1.4109542,29.125977,3.4333613,0.034333613,3.3990276,0.2,0.8,130ms
Neumann,0.9960635,0.68359375,1.4628571,0.46285713,1.4628571,31.640625,3.1604939,0.03160494,3.1288888,0.2,0.8,144ms
Neumann,1.000408,0.6953125,1.4382023,0.43820226,1.4382023,30.46875,3.2820513,0.03282051,3.2492309,0.2,0.8,128ms
Neumann,1.0102477,0.7109375,1.4065934,0.40659344,1.4065934,28.90625,3.4594595,0.034594595,3.424865,0.2,0.8,136ms
Neumann,1.0032495,0.7006836,1.4271777,0.42717767,1.4271777,29.93164,3.3409462,0.03340946,3.3075368,0.2,0.8,124ms
Neumann,0.9974866,0.6882324,1.4529976,0.45299757,1.4529976,31.176758,3.2075176,0.032075178,3.1754425,0.2,0.8,126ms
Neumann,1.000408,0.6953125,1.4382023,0.43820226,1.4382023,30.46875,3.2820513,0.03282051,3.2492309,0.2,0.8,121ms
Neumann,1.0161219,0.71777344,1.3931973,0.3931973,1.3931973,28.222656,3.5432527,0.035432525,3.5078201,0.2,0.8,129ms
Neumann,0.9979248,0.6894531,1.4504249,0.4504249,1.4504249,31.054688,3.2201257,0.032201257,3.1879244,0.2,0.8,124ms
Neumann,1.0044208,0.7026367,1.4232106,0.42321062,1.4232106,29.736328,3.36289,0.0336289,3.329261,0.2,0.8,121ms
Neumann,0.9961953,0.68408203,1.461813,0.46181297,1.461813,31.591797,3.1653786,0.031653788,3.1337247,0.2,0.8,119ms
Neumann,1.0313109,0.73168945,1.3667,0.36670005,1.3667,26.831055,3.7270246,0.037270244,3.6897542,0.2,0.8,122ms
Neumann,1.011623,0.7126465,1.4032203,0.4032203,1.4032203,28.735352,3.4800339,0.03480034,3.4452336,0.2,0.8,850ms
Neumann,0.99535954,0.68066406,1.4691535,0.46915352,1.4691535,31.933594,3.1314986,0.031314984,3.1001835,0.2,0.8,120ms
Neumann,0.99401915,0.66967773,1.4932556,0.49325562,1.4932556,33.032227,3.0273466,0.030273467,2.9970732,0.2,0.8,131ms
Neumann,0.9988828,0.69189453,1.445307,0.44530702,1.445307,30.810547,3.245642,0.032456417,3.2131855,0.2,0.8,122ms
Neumann,0.9976586,0.6887207,1.4519674,0.45196736,1.4519674,31.12793,3.212549,0.03212549,3.1804235,0.2,0.8,126ms
Neumann,1.0091174,0.70947266,1.4094976,0.40949762,1.4094976,29.052734,3.4420168,0.03442017,3.4075966,0.2,0.8,123ms
Neumann,1.0118245,0.7128906,1.4027398,0.40273976,1.4027398,28.710938,3.4829931,0.034829933,3.4481633,0.2,0.8,127ms
Neumann,1.011026,0.71191406,1.4046639,0.40466392,1.4046639,28.808594,3.4711864,0.034711864,3.4364746,0.2,0.8,197ms
Neumann,1.0012525,0.6970215,1.434676,0.43467605,1.434676,30.297852,3.300564,0.03300564,3.2675583,0.2,0.8,123ms
Neumann,0.9979248,0.6894531,1.4504249,0.4504249,1.4504249,31.054688,3.2201257,0.032201257,3.1879244,0.2,0.8,122ms
Neumann,0.99684083,0.6862793,1.4571327,0.4571327,1.4571327,31.37207,3.1875486,0.031875487,3.1556733,0.2,0.8,122ms
Neumann,1.0008838,0.69628906,1.4361851,0.43618512,1.4361851,30.371094,3.2926044,0.032926045,3.2596784,0.2,0.8,118ms
Neumann,1.0124365,0.71362305,1.4013001,0.40130007,1.4013001,28.637695,3.4919012,0.034919012,3.4569821,0.2,0.8,124ms
Neumann,0.99801576,0.68969727,1.4499115,0.44991148,1.4499115,31.030273,3.2226593,0.032226592,3.1904328,0.2,0.8,124ms
Neumann,1.0007632,0.6960449,1.4366889,0.4366889,1.4366889,30.395508,3.28996,0.0328996,3.2570603,0.2,0.8,124ms
Neumann,0.9955777,0.6816406,1.4670488,0.46704876,1.4670488,31.835938,3.1411042,0.031411044,3.1096933,0.2,0.8,122ms
Neumann,1.0149993,0.71655273,1.3955708,0.39557076,1.3955708,28.344727,3.5279932,0.03527993,3.4927132,0.2,0.8,123ms
Neumann,1.0096769,0.7102051,1.408044,0.40804398,1.408044,28.979492,3.450716,0.03450716,3.4162087,0.2,0.8,121ms
Neumann,1.0033917,0.70092773,1.4266806,0.42668056,1.4266806,29.907227,3.3436735,0.033436734,3.3102367,0.2,0.8,124ms
Neumann,0.9977462,0.68896484,1.4514529,0.45145285,1.4514529,31.103516,3.2150707,0.03215071,3.18292,0.2,0.8,131ms
Neumann,1.0020205,0.6984863,1.4316672,0.4316672,1.4316672,30.151367,3.3165991,0.03316599,3.2834332,0.2,0.8,131ms
Neumann,1.0069891,0.70654297,1.4153421,0.4153421,1.4153421,29.345703,3.4076538,0.034076538,3.3735774,0.2,0.8,130ms
Neumann,0.993995,0.6669922,1.4992679,0.49926794,1.4992679,33.30078,3.0029325,0.030029325,2.9729033,0.2,0.8,149ms
Neumann,1.0108296,0.7116699,1.4051458,0.40514576,1.4051458,28.833008,3.4682472,0.03468247,3.4335647,0.2,0.8,362ms
Neumann,1.011623,0.7126465,1.4032203,0.4032203,1.4032203,28.735352,3.4800339,0.03480034,3.4452336,0.2,0.8,129ms
Neumann,1.0128508,0.7141113,1.4003419,0.40034187,1.4003419,28.588867,3.497865,0.03497865,3.4628863,0.2,0.8,353ms
Neumann,1.0083885,0.7084961,1.4114404,0.41144037,1.4114404,29.15039,3.4304857,0.034304857,3.3961809,0.2,0.8,124ms
Neumann,1.0128508,0.7141113,1.4003419,0.40034187,1.4003419,28.588867,3.497865,0.03497865,3.4628863,0.2,0.8,124ms
Neumann,1.0149993,0.71655273,1.3955708,0.39557076,1.3955708,28.344727,3.5279932,0.03527993,3.4927132,0.2,0.8,124ms
Neumann,1.0294971,0.7302246,1.3694416,0.36944163,1.3694416,26.97754,3.7067873,0.03706787,3.6697195,0.2,0.8,121ms
