Metodo,Fitness,Pa,vt,vs,A,Pe,E,Et,Es,we,wa,Tempo de execucao
Moore,NaN,1,1,0,1,0,Infinity,Infinity,NaN,0.2,0.8,372ms
Moore,NaN,1,1,0,1,0,Infinity,Infinity,NaN,0.2,0.8,378ms
Moore,NaN,1,1,0,1,0,Infinity,Infinity,NaN,0.2,0.8,374ms
Moore,NaN,1,1,0,1,0,Infinity,Infinity,NaN,0.2,0.8,379ms
Moore,NaN,1,1,0,1,0,Infinity,Infinity,NaN,0.2,0.8,373ms
Moore,NaN,1,1,0,1,0,Infinity,Infinity,NaN,0.2,0.8,372ms
Moore,NaN,1,1,0,1,0,Infinity,Infinity,NaN,0.2,0.8,376ms
Moore,NaN,1,1,0,1,0,Infinity,Infinity,NaN,0.2,0.8,368ms
Moore,NaN,1,1,0,1,0,Infinity,Infinity,NaN,0.2,0.8,378ms
Moore,NaN,1,1,0,1,0,Infinity,Infinity,NaN,0.2,0.8,378ms
Moore,NaN,1,1,0,1,0,Infinity,Infinity,NaN,0.2,0.8,374ms
Moore,NaN,1,1,0,1,0,Infinity,Infinity,NaN,0.2,0.8,376ms
Moore,NaN,1,1,0,1,0,Infinity,Infinity,NaN,0.2,0.8,371ms
Moore,NaN,1,1,0,1,0,Infinity,Infinity,NaN,0.2,0.8,402ms
Moore,NaN,1,1,0,1,0,Infinity,Infinity,NaN,0.2,0.8,392ms
Moore,NaN,1,1,0,1,0,Infinity,Infinity,NaN,0.2,0.8,384ms
Moore,NaN,1,1,0,1,0,Infinity,Infinity,NaN,0.2,0.8,416ms
Moore,NaN,1,1,0,1,0,Infinity,Infinity,NaN,0.2,0.8,395ms
Moore,NaN,1,1,0,1,0,Infinity,Infinity,NaN,0.2,0.8,377ms
Moore,NaN,1,1,0,1,0,Infinity,Infinity,NaN,0.2,0.8,385ms
Moore,NaN,1,1,0,1,0,Infinity,Infinity,NaN,0.2,0.8,371ms
Moore,NaN,1,1,0,1,0,Infinity,Infinity,NaN,0.2,0.8,403ms
Moore,NaN,1,1,0,1,0,Infinity,Infinity,NaN,0.2,0.8,449ms
Moore,NaN,1,1,0,1,0,Infinity,Infinity,NaN,0.2,0.8,429ms
Moore,NaN,1,1,0,1,0,Infinity,Infinity,NaN,0.2,0.8,391ms
Moore,NaN,1,1,0,1,0,Infinity,Infinity,NaN,0.2,0.8,378ms
Moore,NaN,1,1,0,1,0,Infinity,Infinity,NaN,0.2,0.8,372ms
